Name,Player ID,Helmet URL,Height (in),Height,Overall Rating,Jersey #,Class Year,Redshirt Status,Hometown,Home State,Team ID,Team,Team Logo URL,Conference ID,Conference,Conference Logo URL,Position ID,Position (Short),Position,Unit,Unit ID,Speed,Acceleration,Strength,Agility,Awareness,Jumping,Injury,Stamina,Toughness,Carrying,Break Tackle,Trucking,Change of Direction,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Break Sack,Run Block,Pass Block,Impact Blocking,Run Block Power,Run Block Finesse,Pass Block Power,Pass Block Finesse,Lead Block,Throw Power,Throw Under Pressure,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Throw on the Run,Play Action,Tackle,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Hit Power,Press,Catching,Spectacular Catch,Catch in Traffic,Short Route Running,Medium Route Running,Deep Route Running,Kick Accuracy,Kick Power,Kick Return,runningStyle,Iteration ID,Iteration
Miles Burris,1194,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/128.png?im=FaceCrop,padding=0.7",74,"6'2""",75,88,Sophomore,Previous,Jacksonville,Florida,128,Charlotte,https://drop-assets.ea.com/images/5mkUpWc2oXhcHWkJqIN9yh/1731191e448358f1b3537e6c4c227c24/Charlotte.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,WR,WR,Wide Receiver,Offense,offense,88,90,65,86,82,87,77,83,79,65,72,63,84,74,64,73,76,43,47,36,39,37,37,39,28,37,33,35,13,22,34,24,43,54,44,43,48,59,44,36,52,63,33,85,79,77,85,80,77,46,31,78,0,cfb-26-national-championship,National Championship
Miquel Dingle Jr.,22889,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/98.png?im=FaceCrop,padding=0.7",74,"6'2""",75,21,Sophomore,Previous,Charleston,South Carolina,98,Texas Tech,https://drop-assets.ea.com/images/2Lxte8K570VxzhDqT7gPqO/3b7e01ad825eab235b7b517a069d5490/TexasTech.png,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,SS,SS,Strong Safety,Defense,defense,87,92,78,87,72,89,87,87,83,59,39,38,82,46,39,43,49,31,54,63,72,65,53,52,60,57,14,40,19,18,18,25,40,76,58,62,57,84,76,63,70,75,41,60,45,38,45,43,45,33,30,43,0,cfb-26-national-championship,National Championship
Misael Sandoval,4234,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/116.png?im=FaceCrop,padding=0.7",78,"6'6""",75,75,Junior,Eligible,Chula Vista,California,116,Vanderbilt,https://drop-assets.ea.com/images/6MJh4ZVZtelXlqFpzYB7cW/45d42bab4918fc10192b5ecbdad7aa65/Vanderbilt.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LT,LT,Left Tackle,Offense,offense,48,55,93,43,79,63,88,81,84,52,44,42,41,41,42,25,27,29,78,69,87,83,73,77,62,70,19,27,23,24,12,33,46,45,61,25,57,30,41,26,26,58,28,28,25,27,28,26,27,39,31,24,0,cfb-26-national-championship,National Championship
Mo Clipper Jr.,3475,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/128.png?im=FaceCrop,padding=0.7",77,"6'5""",75,55,Junior,Previous,Alpharetta,Georgia,128,Charlotte,https://drop-assets.ea.com/images/5mkUpWc2oXhcHWkJqIN9yh/1731191e448358f1b3537e6c4c227c24/Charlotte.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,LG,LG,Left Guard,Offense,offense,57,67,86,55,81,68,84,89,88,51,37,38,53,35,37,37,37,27,75,81,83,75,75,84,76,84,29,36,28,31,25,29,32,37,45,41,49,35,42,37,32,46,36,34,34,34,34,34,32,33,41,33,0,cfb-26-national-championship,National Championship
Mond Cole,31028,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/51.png?im=FaceCrop,padding=0.7",73,"6'1""",75,35,Senior,Eligible,Meridian,Mississippi,51,Memphis,https://drop-assets.ea.com/images/6QQXqbiXR0CI335Y8zzH5t/0b35f2757f8774314cab8fb26dd00e2c/Memphis.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,DT,DT,Defensive Tackle,Defense,defense,57,65,88,53,83,71,89,89,94,53,30,32,44,24,32,26,28,33,53,62,62,61,52,40,50,53,15,32,36,15,15,18,46,86,76,63,75,89,82,43,41,78,28,30,25,28,26,25,26,45,42,33,0,cfb-26-national-championship,National Championship
Moses Walker,7481,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/83.png?im=FaceCrop,padding=0.7",74,"6'2""",75,2,Senior,Previous,Staten Island,New York,83,Rutgers,https://drop-assets.ea.com/images/7yIXDKitEN2d92JU8HdMp0/1966523c4a5cdd88a1a9565d8d3a189f/Rutgers.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,ROLB,WILL,Will Backer,Defense,defense,82,90,74,82,64,86,86,81,84,60,41,40,77,56,42,55,54,40,46,53,75,57,48,48,51,52,29,45,37,17,21,24,35,85,69,63,73,85,70,67,71,88,43,64,39,49,41,41,41,31,24,55,0,cfb-26-national-championship,National Championship
Muhammed Jammeh,6153,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/68.png?im=FaceCrop,padding=0.7",73,"6'1""",75,4,Senior,Previous,Detroit,Michigan,68,Northern Illinois,https://drop-assets.ea.com/images/7CtUVIWGDFTDFyHBPceRz7/9ed92b8c5337968e05e04149adfbf1e3/NorthernIllinois.png,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,SS,SS,Strong Safety,Defense,defense,85,87,66,82,77,80,86,92,91,25,42,53,80,43,58,46,46,39,50,64,54,65,54,42,52,55,26,28,31,25,23,34,39,78,40,31,60,81,76,65,74,81,67,66,23,27,28,24,27,42,45,43,0,cfb-26-national-championship,National Championship
Myles Turpin,30518,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/119.png?im=FaceCrop,padding=0.7",71,"5'11""",75,22,Freshman,Previous,Ashburn,Virginia,119,Wake Forest,https://drop-assets.ea.com/images/4KxV3RNpJoqA9qCQbHtUJQ/e70fcf74ef738fff32910c4075c5285d/WakeForest.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,FS,FS,Free Safety,Defense,defense,90,93,56,92,71,90,80,85,86,45,27,26,92,75,25,75,69,30,48,49,55,56,50,50,54,58,16,27,35,19,29,36,26,68,29,44,51,79,70,71,76,72,65,67,42,36,44,45,44,32,31,58,0,cfb-26-national-championship,National Championship
Myles Davis,9323,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/95.png?im=FaceCrop,padding=0.7",73,"6'1""",75,29,Sophomore,Eligible,Converse,Texas,95,Texas A&M,https://drop-assets.ea.com/images/2tcCH08VWS0SyGqsbg8WFC/9b0158773d11a3333564a0848ee49d60/TexasA_M.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,FS,FS,Free Safety,Defense,defense,93,93,64,89,72,89,85,92,88,47,36,47,90,79,49,74,67,33,51,57,63,63,52,53,57,57,38,29,22,35,29,11,45,67,42,47,57,78,70,71,75,81,63,71,47,46,45,44,45,31,43,63,0,cfb-26-national-championship,National Championship
Mysonne Pollard,29427,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/136.png?im=FaceCrop,padding=0.7",74,"6'2""",75,2,Senior,Eligible,Norwalk,Connecticut,136,Delaware,https://drop-assets.ea.com/images/6Cm9rZJvKQdtphIM2LR2Se/2a3157c10b6f2b5d0f66e13b67ba3e48/Team_Delaware__Type_Sticker.png,CUSA,Conference USA,https://drop-assets.ea.com/images/1kUTTqEGCfMLDa2EtSIgk4/4e658b321cf69c92b4fc2b06fc1ef3b6/CUSA.png,SS,SS,Strong Safety,Defense,defense,85,87,67,85,77,87,88,88,88,59,33,42,83,48,43,45,46,30,49,56,54,60,52,51,55,57,35,39,13,14,32,17,30,78,34,27,48,80,76,66,73,75,71,74,25,22,27,27,27,35,32,88,0,cfb-26-national-championship,National Championship
Naejuan Barber,9164,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/28.png?im=FaceCrop,padding=0.7",75,"6'3""",75,9,Senior,Previous,Hopkins,South Carolina,28,FAU,https://drop-assets.ea.com/images/1o4nzVZYG6RuDSPMrQEcsx/2b889a832ce1459a5f65e9dbe4e2b006/FAU.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,DT,DT,Defensive Tackle,Defense,defense,63,69,87,57,79,71,91,88,89,52,37,37,53,27,40,24,24,36,55,66,85,65,55,45,50,55,21,35,23,19,33,37,35,82,77,65,81,75,81,23,29,83,30,31,26,28,28,26,24,26,45,34,0,cfb-26-national-championship,National Championship
Nahzae Cox,33682,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/56.png?im=FaceCrop,padding=0.7",75,"6'3""",75,1,Junior,Eligible,Fresno,California,56,Middle Tennessee State,https://drop-assets.ea.com/images/4XaPLOD0E6gfCJAPR7yjij/9bcfa4019930fe8708c5d5dadb7301e0/MiddleTennesseeState.png,CUSA,Conference USA,https://drop-assets.ea.com/images/1kUTTqEGCfMLDa2EtSIgk4/4e658b321cf69c92b4fc2b06fc1ef3b6/CUSA.png,WR,WR,Wide Receiver,Offense,offense,87,88,63,86,76,88,88,79,75,68,73,40,84,77,42,84,88,46,35,32,41,35,36,33,32,41,27,41,32,25,24,24,46,34,48,39,36,26,23,44,44,46,38,83,79,78,79,81,80,33,34,80,0,cfb-26-national-championship,National Championship
Nasir Johnson,6156,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/32.png?im=FaceCrop,padding=0.7",77,"6'5""",75,88,Freshman,Previous,Dublin,Georgia,32,Georgia,https://drop-assets.ea.com/images/7d9eKLlFWyr6CuWdCp0GCR/952ab68195eb1cea5d0f1733480a5749/Georgia.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,DT,DT,Defensive Tackle,Defense,defense,71,80,85,72,75,76,92,74,82,58,48,47,59,45,45,30,30,36,57,65,73,66,54,53,61,45,35,30,22,22,14,31,46,79,78,64,80,77,80,27,23,76,24,32,30,30,30,30,30,43,26,42,0,cfb-26-national-championship,National Championship
Nate Roberts,24925,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/72.png?im=FaceCrop,padding=0.7",77,"6'5""",75,83,Freshman,Eligible,Washington,Oklahoma,72,Ohio State,https://drop-assets.ea.com/images/1dUQVKJBqNFYCpHzWMkzHV/a3d0913ebb0be4b2a7f1002af985cd98/OhioState.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,TE,TE,Tight End,Offense,offense,80,83,72,81,73,84,93,80,85,74,74,73,76,82,70,76,79,44,61,59,62,59,56,50,52,60,29,28,17,34,27,44,46,55,50,45,48,45,37,37,36,59,19,78,82,77,74,72,70,32,36,62,0,cfb-26-national-championship,National Championship
Nate Ritchie,18411,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/112.png?im=FaceCrop,padding=0.7",74,"6'2""",75,6,Junior,Previous,Cedar Hills,Utah,112,Utah,https://drop-assets.ea.com/images/6XEb28R8Ns20y3paG4TwhR/a799891a7454e54b8ff988a343b3fa59/Utah.png,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,FS,FS,Free Safety,Defense,defense,88,90,71,84,81,85,89,89,88,33,43,58,84,60,60,56,56,41,53,66,60,67,55,55,59,60,16,27,26,27,10,15,44,59,62,68,64,79,83,69,73,79,75,67,37,44,34,30,31,24,27,53,0,cfb-26-national-championship,National Championship
Nate Reed,29448,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/136.png?im=FaceCrop,padding=0.7",75,"6'3""",75,91,Senior,Previous,Manheim,Pennsylvania,136,Delaware,https://drop-assets.ea.com/images/6Cm9rZJvKQdtphIM2LR2Se/2a3157c10b6f2b5d0f66e13b67ba3e48/Team_Delaware__Type_Sticker.png,CUSA,Conference USA,https://drop-assets.ea.com/images/1kUTTqEGCfMLDa2EtSIgk4/4e658b321cf69c92b4fc2b06fc1ef3b6/CUSA.png,K,K,Kicker,Special Teams,special-teams,71,78,54,64,70,88,84,84,86,58,27,39,67,44,43,32,44,38,15,47,27,42,38,15,33,37,28,30,18,36,34,15,25,33,42,26,36,45,63,44,32,35,38,32,40,37,44,34,40,77,88,31,0,cfb-26-national-championship,National Championship
Nathan Totten,33652,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/49.png?im=FaceCrop,padding=0.7",73,"6'1""",75,93,Sophomore,Previous,Ashland,Kentucky,49,Marshall,https://drop-assets.ea.com/images/03I2ORP4XmLGYTXIGPnZZ/47c4c3724a61bfcde0da75c58c789e09/Marshall.png,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,P,P,Punter,Special Teams,special-teams,44,46,34,41,67,44,85,83,68,55,12,12,36,12,9,23,23,27,34,47,26,32,35,48,38,41,37,47,13,11,24,17,32,26,9,8,12,28,31,14,15,26,15,31,39,34,41,36,25,76,88,11,0,cfb-26-national-championship,National Championship
Nathanial Vakos,21028,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/125.png?im=FaceCrop,padding=0.7",73,"6'1""",75,90,Senior,Eligible,Avon,Ohio,125,Wisconsin,https://drop-assets.ea.com/images/3sXdJOxGGKSI5IR3vFVstC/3caa36b60ed7e61f95e306afdee256b1/Wisconsin.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,K,K,Kicker,Special Teams,special-teams,73,75,53,72,64,72,86,87,92,56,49,40,73,44,26,29,47,38,32,47,33,25,39,41,37,46,20,39,23,35,21,14,31,24,47,47,39,29,44,25,43,25,37,47,31,31,28,36,28,79,93,44,0,cfb-26-national-championship,National Championship
Neeo Avery,151,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/50.png?im=FaceCrop,padding=0.7",78,"6'6""",75,0,Sophomore,Previous,Glen Burnie,Maryland,50,Maryland,https://drop-assets.ea.com/images/7CCAEfofKwMUHSo2atVM7k/4da4be690f652a0d0ca9b0d5839fcb6c/Maryland.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,LE,LEDG,Left Edge,Defense,defense,76,84,79,73,80,84,81,81,82,54,37,39,62,40,38,33,33,44,38,52,71,53,40,41,48,43,26,33,30,31,35,16,29,81,70,80,72,79,78,34,47,79,41,39,33,33,33,33,33,36,38,37,0,cfb-26-national-championship,National Championship
Nick Elksnis,5745,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/109.png?im=FaceCrop,padding=0.7",78,"6'6""",75,84,Senior,Previous,Jacksonville,Florida,109,UNLV,https://drop-assets.ea.com/images/nAFpVSYQEjDvW7SN7P6eT/2aea9cc2514ade646bd6987dcf649dd2/UNLV.png,MW,Mountain West,https://drop-assets.ea.com/images/4OmYsw94dTPkBlRXiRVIa1/afafe527da38d4d316369849d2975e1f/MW.png,TE,TE,Tight End,Offense,offense,74,83,79,75,82,83,89,94,90,70,73,71,69,67,74,60,65,30,70,60,70,56,57,52,57,69,12,47,20,25,16,35,31,57,56,55,59,59,39,32,45,62,21,79,77,82,71,64,58,27,37,52,0,cfb-26-national-championship,National Championship
Nick Marinaro,33238,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/71.png?im=FaceCrop,padding=0.7",73,"6'1""",75,59,Senior,Previous,Wayzata,Minnesota,71,Ohio,https://drop-assets.ea.com/images/5E9FlNRc5nCiGMpJIe0eEf/6c6023b1d40f38c4ed11cc82a25145fa/Ohio.png,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,C,C,Center,Offense,offense,61,71,86,58,80,73,84,91,90,52,34,33,55,34,35,35,32,32,80,77,82,80,82,78,75,82,28,35,24,24,34,17,28,32,43,38,46,37,36,35,36,46,38,38,34,38,32,34,36,34,29,37,0,cfb-26-national-championship,National Championship
Noah Pulealii,19362,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/105.png?im=FaceCrop,padding=0.7",76,"6'4""",75,68,Senior,Previous,Marina,California,105,UCLA,https://drop-assets.ea.com/images/7Ke0vcYhWWjGUnLmwfuxgR/151a1a130e50e95584db494120f316f6/UCLA.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,LG,LG,Left Guard,Offense,offense,53,68,86,57,78,67,92,83,91,51,38,34,52,38,37,26,25,34,77,77,86,75,81,77,80,83,14,34,37,12,18,15,39,39,48,26,45,28,39,28,29,46,27,29,27,25,26,26,24,31,42,30,0,cfb-26-national-championship,National Championship
Noah Perez,2292,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/26.png?im=FaceCrop,padding=0.7",67,"5'7""",75,43,Junior,Eligible,Phoenix,Arizona,26,East Carolina,https://drop-assets.ea.com/images/6FxX1WFxeXr7OGZvgxxZjM/12907f4de39299f3b5ce6b1a6b949e85/EastCarolina.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,K,K,Kicker,Special Teams,special-teams,70,73,35,53,62,70,83,86,83,55,37,41,55,34,47,26,34,39,12,32,29,48,44,60,60,39,34,42,31,20,12,20,41,33,37,47,38,25,32,48,30,43,40,26,38,47,47,26,46,87,87,33,0,cfb-26-national-championship,National Championship
Noah Mikhail,24674,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/95.png?im=FaceCrop,padding=0.7",74,"6'2""",75,16,Freshman,Eligible,La Verne,California,95,Texas A&M,https://drop-assets.ea.com/images/2tcCH08VWS0SyGqsbg8WFC/9b0158773d11a3333564a0848ee49d60/TexasA_M.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,MLB,MIKE,Mike Backer,Defense,defense,86,89,76,83,76,85,92,81,91,80,66,77,81,73,74,72,75,45,55,61,70,54,52,54,55,53,42,15,46,46,42,26,15,82,66,63,69,85,76,65,67,88,62,70,65,71,64,62,55,21,21,64,0,cfb-26-national-championship,National Championship
Olaus Alinen,122,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/3.png?im=FaceCrop,padding=0.7",78,"6'6""",75,73,Sophomore,Previous,Pori,Non-US,3,Alabama,https://drop-assets.ea.com/images/4z6TcVZ4bJOd6WDZGPaxJM/36515e925d105ec3a40f28a6e03011ac/Alabama.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LG,LG,Left Guard,Offense,offense,56,70,87,67,60,68,90,82,83,55,41,43,63,41,41,34,30,45,78,82,86,84,81,83,77,79,17,32,36,12,10,26,47,44,56,33,52,36,37,29,34,60,32,33,31,34,29,34,29,47,40,29,0,cfb-26-national-championship,National Championship
Oliver Bridges,21203,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/15.png?im=FaceCrop,padding=0.7",74,"6'2""",75,3,Junior,Previous,Upper Marlboro,Maryland,15,Buffalo,https://drop-assets.ea.com/images/334Os2x8jiU7uFP50nRcbm/70a03a223bc93a04e4ea2359027092bd/Buffalo.png,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,CB,CB,Cornerback,Defense,defense,90,93,65,90,77,92,94,92,93,64,48,47,89,71,58,77,79,49,63,66,55,70,57,45,52,56,35,40,33,36,13,15,37,60,48,45,55,76,77,70,75,75,72,65,48,44,48,48,46,43,39,71,0,cfb-26-national-championship,National Championship
Oliver Billotte,18581,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/83.png?im=FaceCrop,padding=0.7",76,"6'4""",75,97,Senior,Eligible,Clearfield,Pennsylvania,83,Rutgers,https://drop-assets.ea.com/images/7yIXDKitEN2d92JU8HdMp0/1966523c4a5cdd88a1a9565d8d3a189f/Rutgers.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,DT,DT,Defensive Tackle,Defense,defense,72,83,77,71,85,77,86,88,86,58,28,27,64,43,28,41,40,34,48,60,61,55,51,44,47,54,13,46,11,19,14,11,24,86,69,80,71,81,83,32,34,80,48,48,43,43,43,44,44,38,36,43,0,cfb-26-national-championship,National Championship
Oliver Lundberg Coleman,22046,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/23.png?im=FaceCrop,padding=0.7",70,"5'10""",75,44,Freshman,Previous,Gothenburg,Non-US,23,Connecticut,https://drop-assets.ea.com/images/4Qga0qjbP7l4FzaVhI1uI/7c2e749bdda1037b331c751fcd2f5a90/Connecticut.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,HB,HB,Halfback,Offense,offense,89,90,66,88,77,86,79,83,84,75,70,70,84,72,62,76,76,43,49,55,46,38,37,34,31,42,22,25,23,37,21,23,28,48,39,36,43,51,59,64,54,53,40,67,66,66,65,56,42,37,42,88,0,cfb-26-national-championship,National Championship
Oran Singleton Jr.,20182,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/122.png?im=FaceCrop,padding=0.7",69,"5'9""",75,3,Senior,Eligible,Clewiston,Florida,122,West Virginia,https://drop-assets.ea.com/images/31vZi2pHpFYBRzc5anbLeB/3efd9263b61f022763313a6ac7f24580/WestVirginia.png,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,WR,WR,Wide Receiver,Offense,offense,91,93,47,90,82,84,73,92,83,61,58,45,90,76,23,75,83,41,27,30,18,18,20,16,5,22,16,45,30,32,15,29,41,24,25,26,31,23,55,50,59,26,38,80,79,74,84,81,75,35,45,78,0,cfb-26-national-championship,National Championship
Orion Irving,21476,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/116.png?im=FaceCrop,padding=0.7",78,"6'6""",75,58,Junior,Previous,Houston,Texas,116,Vanderbilt,https://drop-assets.ea.com/images/6MJh4ZVZtelXlqFpzYB7cW/45d42bab4918fc10192b5ecbdad7aa65/Vanderbilt.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LT,LT,Left Tackle,Offense,offense,66,74,87,60,81,73,88,92,94,54,33,33,52,35,35,34,37,32,72,81,88,74,70,84,77,75,16,28,19,16,16,18,25,32,44,38,42,33,40,33,37,43,37,31,32,31,35,32,35,31,34,37,0,cfb-26-national-championship,National Championship
Otto Tia,2918,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/112.png?im=FaceCrop,padding=0.7",76,"6'4""",75,5,Senior,Previous,Layton,Utah,112,Utah,https://drop-assets.ea.com/images/6XEb28R8Ns20y3paG4TwhR/a799891a7454e54b8ff988a343b3fa59/Utah.png,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,TE,TE,Tight End,Offense,offense,83,87,79,83,80,89,93,85,86,74,68,50,76,61,34,72,75,28,60,37,45,39,39,38,30,39,10,40,36,36,30,15,45,65,47,44,57,65,34,25,43,72,29,78,85,83,80,78,78,30,30,66,0,cfb-26-national-championship,National Championship
Owen McGowan,7309,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/13.png?im=FaceCrop,padding=0.7",72,"6'0""",75,33,Senior,Previous,Canton,Massachusetts,13,Boston College,https://drop-assets.ea.com/images/2pKL8LTfGnXKMJkk5GWEik/24309d0a4dcbc824648ba1ea54111588/BostonCollege.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,MLB,MIKE,Mike Backer,Defense,defense,76,83,78,78,78,81,90,83,85,65,42,44,76,30,46,32,27,44,68,65,77,71,57,55,57,60,18,39,28,25,24,15,43,86,70,55,75,82,77,69,70,81,28,71,29,43,27,29,25,47,35,41,0,cfb-26-national-championship,National Championship
Owen Strebig,28086,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/70.png?im=FaceCrop,padding=0.7",80,"6'8""",75,78,Freshman,Eligible,Brookfield,Wisconsin,70,Notre Dame,https://drop-assets.ea.com/images/4wmDuMxQ4HuXYLQwzMSRzs/1373b45326a9955e0ee122112c848131/NotreDame.png,Independent,Independent,https://drop-assets.ea.com/images/3V21BpfMB6pMbz8BVB5bCz/0bf067051c9eee0dddbaebb8b4e815c2/Independent.png,RT,RT,Right Tackle,Offense,offense,67,71,90,71,77,70,87,90,89,50,39,34,60,38,38,31,27,41,78,77,78,80,76,77,77,79,23,35,35,10,28,22,39,36,49,35,48,32,66,33,27,50,33,33,31,27,28,30,32,38,29,29,0,cfb-26-national-championship,National Championship
Owen Stoudmire,4298,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/13.png?im=FaceCrop,padding=0.7",73,"6'1""",75,93,Senior,Previous,Creston,Ohio,13,Boston College,https://drop-assets.ea.com/images/2pKL8LTfGnXKMJkk5GWEik/24309d0a4dcbc824648ba1ea54111588/BostonCollege.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,DT,DT,Defensive Tackle,Defense,defense,64,76,86,62,82,72,92,89,90,57,39,37,53,26,37,24,28,46,55,67,74,63,52,52,63,59,20,46,14,21,14,18,33,81,75,66,79,79,80,38,27,83,29,33,24,25,26,27,24,41,34,31,0,cfb-26-national-championship,National Championship
