id,avatarUrl,firstName,lastName,height,weight,overallRating,homeTown,homeState,redShirtStatus,jerseyNum,schoolYear,stats_acceleration_value,stats_acceleration_diff,stats_agility_value,stats_agility_diff,stats_jumping_value,stats_jumping_diff,stats_stamina_value,stats_stamina_diff,stats_strength_value,stats_strength_diff,stats_awareness_value,stats_awareness_diff,stats_bCVision_value,stats_bCVision_diff,stats_blockShedding_value,stats_blockShedding_diff,stats_breakSack_value,stats_breakSack_diff,stats_breakTackle_value,stats_breakTackle_diff,stats_carrying_value,stats_carrying_diff,stats_catchInTraffic_value,stats_catchInTraffic_diff,stats_catching_value,stats_catching_diff,stats_changeOfDirection_value,stats_changeOfDirection_diff,stats_deepRouteRunning_value,stats_deepRouteRunning_diff,stats_finesseMoves_value,stats_finesseMoves_diff,stats_hitPower_value,stats_hitPower_diff,stats_impactBlocking_value,stats_impactBlocking_diff,stats_injury_value,stats_injury_diff,stats_jukeMove_value,stats_jukeMove_diff,stats_kickAccuracy_value,stats_kickAccuracy_diff,stats_kickPower_value,stats_kickPower_diff,stats_kickReturn_value,stats_kickReturn_diff,stats_leadBlock_value,stats_leadBlock_diff,stats_manCoverage_value,stats_manCoverage_diff,stats_mediumRouteRunning_value,stats_mediumRouteRunning_diff,stats_overall_value,stats_overall_diff,stats_passBlock_value,stats_passBlock_diff,stats_passBlockFinesse_value,stats_passBlockFinesse_diff,stats_passBlockPower_value,stats_passBlockPower_diff,stats_playAction_value,stats_playAction_diff,stats_playRecognition_value,stats_playRecognition_diff,stats_powerMoves_value,stats_powerMoves_diff,stats_press_value,stats_press_diff,stats_pursuit_value,stats_pursuit_diff,stats_runBlock_value,stats_runBlock_diff,stats_runBlockFinesse_value,stats_runBlockFinesse_diff,stats_runBlockPower_value,stats_runBlockPower_diff,stats_runningStyle_value,stats_runningStyle_diff,stats_shortRouteRunning_value,stats_shortRouteRunning_diff,stats_spectacularCatch_value,stats_spectacularCatch_diff,stats_speed_value,stats_speed_diff,stats_spinMove_value,stats_spinMove_diff,stats_stiffArm_value,stats_stiffArm_diff,stats_tackle_value,stats_tackle_diff,stats_throwAccuracyDeep_value,stats_throwAccuracyDeep_diff,stats_throwAccuracyMid_value,stats_throwAccuracyMid_diff,stats_throwAccuracyShort_value,stats_throwAccuracyShort_diff,stats_throwOnTheRun_value,stats_throwOnTheRun_diff,stats_throwPower_value,stats_throwPower_diff,stats_throwUnderPressure_value,stats_throwUnderPressure_diff,stats_toughness_value,stats_toughness_diff,stats_trucking_value,stats_trucking_diff,stats_zoneCoverage_value,stats_zoneCoverage_diff,conference_id,conference_label,conference_imageUrl,team_id,team_label,team_imageUrl,team_isPopular,position_id,position_shortLabel,position_label,position_positionType_id,position_positionType_name,iteration_id,iteration_label
7966,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/75.png?im=FaceCrop,padding=0.7",Skyler,Grant,75,150,76,Fredericksburg,Virginia,Previous,75,Senior,76,0,65,0,70,0,88,0,84,0,78,0,32,0,42,0,46,0,34,0,52,0,31,0,30,0,57,0,31,0,37,0,46,0,83,0,82,0,31,0,48,0,28,0,32,0,72,0,34,0,35,0,76,0,80,0,80,0,83,0,37,0,73,0,44,0,33,0,30,0,76,0,76,0,78,0,0,0,32,0,33,0,66,0,30,0,34,0,34,0,12,0,36,0,21,0,26,0,22,0,44,0,88,0,33,0,30,0,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,75,Old Dominion,https://drop-assets.ea.com/images/3dBHEsz3dVTIS06DmJkqAL/4bd37ad290780ad5f85b3a605d297376/OldDominion.png,False,LG,LG,Left Guard,offense,Offense,cfb-26-national-championship,National Championship
506,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/55.png?im=FaceCrop,padding=0.7",Stanton,Ramil,79,152,76,Binghamton,New York,Previous,65,Sophomore,77,0,71,0,71,0,83,0,87,0,76,0,42,0,53,0,37,0,42,0,52,0,34,0,33,0,58,0,30,0,39,0,56,0,87,0,84,0,34,0,30,0,41,0,31,0,79,0,30,0,33,0,76,0,82,0,78,0,86,0,33,0,47,0,56,0,34,0,33,0,74,0,76,0,72,0,0,0,29,0,32,0,65,0,31,0,42,0,42,0,12,0,33,0,16,0,17,0,12,0,32,0,82,0,39,0,32,0,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,55,Michigan State,https://drop-assets.ea.com/images/6xG4IRxPu0HtP9Y7sz10lv/06d752183e221f58fb9fb611cf1bbc9a/MichiganState.png,False,LT,LT,Left Tackle,offense,Offense,cfb-26-national-championship,National Championship
31306,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/45.png?im=FaceCrop,padding=0.7",Steven,Soles Jr.,74,75,76,Powell,Tennessee,Eligible,35,Sophomore,84,0,78,0,78,0,87,0,72,0,78,0,27,0,75,0,42,0,43,0,45,0,53,0,54,0,75,0,27,0,80,0,83,0,71,0,91,0,43,0,36,0,37,0,35,0,40,0,61,0,27,0,76,0,63,0,58,0,52,0,28,0,76,0,74,0,28,0,85,0,54,0,51,0,60,0,0,0,28,0,54,0,83,0,35,0,47,0,78,0,30,0,17,0,29,0,10,0,25,0,32,0,88,0,44,0,68,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,45,Kentucky,https://drop-assets.ea.com/images/7DRfyqMobLaFq7gJ20KwAX/49a8a32916d483fe800bfc29a66267d4/Kentucky.png,False,LE,LEDG,Left Edge,defense,Defense,cfb-26-national-championship,National Championship
21191,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/117.png?im=FaceCrop,padding=0.7",Stevie,Bracey,72,75,76,Atlanta,Georgia,Eligible,2,Senior,89,0,85,0,86,0,84,0,75,0,75,0,57,0,66,0,43,0,41,0,60,0,41,0,65,0,79,0,40,0,61,0,83,0,74,0,89,0,60,0,45,0,30,0,48,0,54,0,63,0,42,0,76,0,54,0,51,0,44,0,24,0,69,0,62,0,36,0,78,0,43,0,45,0,57,0,0,0,40,0,40,0,81,0,57,0,40,0,80,0,26,0,36,0,21,0,15,0,14,0,44,0,92,0,39,0,85,0,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,117,Virginia,https://drop-assets.ea.com/images/3FparUAcN7eY6WwitUm7Fg/f9f7dbc60d9f7408b2060f2fd0be8c6b/Virginia.png,False,MLB,MIKE,Mike Backer,defense,Defense,cfb-26-national-championship,National Championship
7520,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/70.png?im=FaceCrop,padding=0.7",Sullivan,Absher,80,167,76,Belmont,North Carolina,Previous,75,Sophomore,66,0,68,0,70,0,81,0,92,0,72,0,45,0,58,0,38,0,42,0,50,0,28,0,27,0,59,0,29,0,32,0,63,0,84,0,92,0,28,0,43,0,48,0,29,0,75,0,26,0,29,0,76,0,78,0,79,0,83,0,38,0,40,0,63,0,29,0,27,0,81,0,84,0,78,0,0,0,28,0,30,0,55,0,27,0,45,0,45,0,25,0,16,0,18,0,18,0,33,0,38,0,90,0,41,0,26,0,Independent,Independent,https://drop-assets.ea.com/images/3V21BpfMB6pMbz8BVB5bCz/0bf067051c9eee0dddbaebb8b4e815c2/Independent.png,70,Notre Dame,https://drop-assets.ea.com/images/4wmDuMxQ4HuXYLQwzMSRzs/1373b45326a9955e0ee122112c848131/NotreDame.png,False,LG,LG,Left Guard,offense,Offense,cfb-26-national-championship,National Championship
18413,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/40.png?im=FaceCrop,padding=0.7",Ta'Shawn,James,73,55,76,Oklahoma City,Oklahoma,Previous,19,Sophomore,88,0,86,0,85,0,91,0,69,0,81,0,50,0,63,0,44,0,47,0,26,0,30,0,59,0,85,0,26,0,32,0,87,0,63,0,93,0,49,0,25,0,48,0,47,0,59,0,60,0,25,0,76,0,65,0,65,0,58,0,25,0,79,0,45,0,72,0,82,0,51,0,56,0,68,0,0,0,29,0,30,0,87,0,48,0,64,0,72,0,14,0,30,0,31,0,15,0,25,0,45,0,89,0,60,0,65,0,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,40,Iowa State,https://drop-assets.ea.com/images/7BO8oJ8aZqkXCMxay8JUk2/4ca940cbeba2e7c0b4c188950136bf8e/IowaState.png,False,FS,FS,Free Safety,defense,Defense,cfb-26-national-championship,National Championship
29461,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/104.png?im=FaceCrop,padding=0.7",Taevion,Swint,70,25,76,Kissimmee,Florida,Eligible,4,Freshman,94,0,91,0,91,0,82,0,63,0,60,0,76,0,30,0,44,0,74,0,70,0,55,0,68,0,88,0,60,0,33,0,34,0,50,0,90,0,83,0,21,0,23,0,78,0,40,0,49,0,64,0,76,0,53,0,54,0,52,0,42,0,44,0,31,0,34,0,39,0,45,0,43,0,44,0,0,0,67,0,57,0,90,0,82,0,60,0,33,0,32,0,33,0,35,0,45,0,40,0,28,0,84,0,59,0,43,0,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,104,UCF,https://drop-assets.ea.com/images/7a9YQdCmGqBqSmKy3pjl97/4486781173f873da3636c8490f06b3bf/UCF.png,False,HB,HB,Halfback,offense,Offense,cfb-26-national-championship,National Championship
21957,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/118.png?im=FaceCrop,padding=0.7",Takye,Heath,70,3,76,Richmond,Virginia,Previous,2,Sophomore,94,0,93,0,89,0,95,0,47,0,79,0,79,0,33,0,46,0,60,0,64,0,75,0,81,0,94,0,78,0,29,0,31,0,26,0,75,0,79,0,46,0,45,0,90,0,24,0,61,0,79,0,76,0,28,0,18,0,27,0,30,0,63,0,26,0,42,0,31,0,29,0,22,0,23,0,0,0,84,0,78,0,92,0,76,0,27,0,31,0,12,0,24,0,22,0,34,0,32,0,46,0,84,0,36,0,55,0,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,118,Virginia Tech,https://drop-assets.ea.com/images/24ZxgwYFjczlXi7162X98Z/a5887ebde69f121a03be315a2c531c02/VirginiaTech.png,False,WR,WR,Wide Receiver,offense,Offense,cfb-26-national-championship,National Championship
24464,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/32.png?im=FaceCrop,padding=0.7",Talyn,Taylor,72,30,76,Geneva,Illinois,Eligible,11,Freshman,90,0,92,0,91,0,84,0,44,0,73,0,83,0,38,0,35,0,65,0,66,0,78,0,82,0,90,0,76,0,32,0,39,0,44,0,82,0,85,0,22,0,22,0,76,0,35,0,53,0,81,0,76,0,33,0,20,0,29,0,32,0,48,0,31,0,43,0,36,0,43,0,33,0,35,0,0,0,82,0,84,0,90,0,84,0,49,0,34,0,25,0,26,0,29,0,22,0,36,0,32,0,74,0,36,0,54,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,32,Georgia,https://drop-assets.ea.com/images/7d9eKLlFWyr6CuWdCp0GCR/952ab68195eb1cea5d0f1733480a5749/Georgia.png,False,WR,WR,Wide Receiver,offense,Offense,cfb-26-national-championship,National Championship
10080,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/51.png?im=FaceCrop,padding=0.7",Tanner,Gillis,72,40,76,Olive Branch,Mississippi,Previous,46,Senior,69,0,56,0,70,0,84,0,52,0,67,0,38,0,45,0,45,0,38,0,56,0,27,0,46,0,54,0,24,0,33,0,35,0,40,0,89,0,33,0,81,0,88,0,32,0,40,0,35,0,30,0,76,0,36,0,26,0,40,0,48,0,38,0,27,0,41,0,25,0,28,0,37,0,33,0,0,0,38,0,35,0,61,0,44,0,43,0,43,0,21,0,27,0,21,0,29,0,31,0,34,0,88,0,26,0,34,0,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,51,Memphis,https://drop-assets.ea.com/images/6QQXqbiXR0CI335Y8zzH5t/0b35f2757f8774314cab8fb26dd00e2c/Memphis.png,False,P,P,Punter,special-teams,Special Teams,cfb-26-national-championship,National Championship
7485,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/103.png?im=FaceCrop,padding=0.7",Tariq,Watson,70,25,76,Gretna,Louisiana,Previous,24,Junior,93,0,89,0,91,0,87,0,53,0,77,0,68,0,53,0,41,0,39,0,58,0,44,0,70,0,87,0,45,0,40,0,72,0,56,0,86,0,79,0,47,0,38,0,66,0,55,0,73,0,44,0,76,0,63,0,58,0,52,0,28,0,78,0,35,0,71,0,79,0,55,0,53,0,63,0,0,0,46,0,43,0,91,0,78,0,44,0,63,0,28,0,38,0,17,0,25,0,34,0,34,0,83,0,39,0,76,0,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,103,UAB,https://drop-assets.ea.com/images/7KD92uBJXw3BCPhLPFfzBy/768fd9309ac24b35cb87d72cc2be0e9f/UAB.png,False,CB,CB,Cornerback,defense,Defense,cfb-26-national-championship,National Championship
7090,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/104.png?im=FaceCrop,padding=0.7",Tayven,Jackson,76,55,76,Greenwood,Indiana,Previous,2,Junior,86,0,85,0,82,0,89,0,67,0,77,0,79,0,44,0,76,0,64,0,80,0,34,0,58,0,83,0,31,0,46,0,55,0,45,0,89,0,78,0,37,0,24,0,36,0,40,0,35,0,27,0,76,0,49,0,39,0,39,0,73,0,47,0,48,0,33,0,28,0,49,0,35,0,42,0,0,0,32,0,29,0,83,0,76,0,64,0,54,0,75,0,78,0,81,0,79,0,89,0,65,0,90,0,65,0,60,0,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,104,UCF,https://drop-assets.ea.com/images/7a9YQdCmGqBqSmKy3pjl97/4486781173f873da3636c8490f06b3bf/UCF.png,False,QB,QB,Quarterback,offense,Offense,cfb-26-national-championship,National Championship
29085,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/28.png?im=FaceCrop,padding=0.7",Terez,Reid,70,27,76,Indianapolis,Indiana,Previous,27,Senior,90,0,88,0,89,0,93,0,56,0,76,0,44,0,51,0,40,0,42,0,62,0,31,0,63,0,86,0,25,0,34,0,62,0,51,0,89,0,55,0,47,0,48,0,52,0,57,0,74,0,27,0,76,0,64,0,60,0,55,0,45,0,78,0,36,0,72,0,79,0,60,0,54,0,65,0,0,0,27,0,30,0,87,0,55,0,49,0,70,0,26,0,31,0,12,0,31,0,10,0,35,0,88,0,42,0,79,0,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,28,FAU,https://drop-assets.ea.com/images/1o4nzVZYG6RuDSPMrQEcsx/2b889a832ce1459a5f65e9dbe4e2b006/FAU.png,False,CB,CB,Cornerback,defense,Defense,cfb-26-national-championship,National Championship
34509,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/44.png?im=FaceCrop,padding=0.7",Terik,Mulder,77,85,76,Lexington,Kentucky,Previous,89,Junior,82,0,79,0,83,0,88,0,74,0,78,0,69,0,45,0,31,0,70,0,72,0,78,0,80,0,76,0,64,0,39,0,58,0,67,0,87,0,68,0,35,0,27,0,73,0,66,0,61,0,70,0,76,0,62,0,51,0,49,0,48,0,55,0,39,0,24,0,41,0,65,0,53,0,57,0,0,0,75,0,83,0,81,0,67,0,66,0,40,0,34,0,25,0,29,0,34,0,21,0,33,0,88,0,65,0,24,0,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,44,Kent State,https://drop-assets.ea.com/images/5aDfNt290XZ1GeV8OGp3bp/a3507d40bdb95c30e411b4816c0da1d2/KentState.png,False,TE,TE,Tight End,offense,Offense,cfb-26-national-championship,National Championship
33475,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/15.png?im=FaceCrop,padding=0.7",Terrance,Shelton Jr.,72,53,76,Franklin,Wisconsin,Eligible,25,Sophomore,89,0,83,0,83,0,77,0,74,0,77,0,79,0,64,0,52,0,76,0,80,0,53,0,66,0,84,0,54,0,54,0,86,0,63,0,92,0,77,0,12,0,18,0,86,0,58,0,52,0,60,0,76,0,62,0,58,0,60,0,28,0,58,0,44,0,50,0,75,0,59,0,56,0,55,0,0,0,65,0,46,0,88,0,74,0,64,0,73,0,35,0,37,0,39,0,46,0,41,0,32,0,93,0,64,0,56,0,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,15,Buffalo,https://drop-assets.ea.com/images/334Os2x8jiU7uFP50nRcbm/70a03a223bc93a04e4ea2359027092bd/Buffalo.png,False,HB,HB,Halfback,offense,Offense,cfb-26-national-championship,National Championship
27498,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/92.png?im=FaceCrop,padding=0.7",Terry,Shelton,76,45,76,Carrollton,Texas,Eligible,15,Freshman,91,0,88,0,91,0,82,0,70,0,73,0,77,0,31,0,49,0,74,0,73,0,86,0,80,0,86,0,73,0,35,0,55,0,59,0,94,0,84,0,32,0,35,0,72,0,45,0,31,0,78,0,76,0,39,0,29,0,39,0,37,0,49,0,41,0,45,0,35,0,61,0,53,0,54,0,0,0,76,0,88,0,89,0,77,0,67,0,50,0,35,0,40,0,42,0,40,0,41,0,45,0,85,0,69,0,35,0,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,92,TCU,https://drop-assets.ea.com/images/11X1ZShRdgCIRey96Oo6bt/248ee9dab823c2ef3892cae16d93d7d1/TCU.png,False,WR,WR,Wide Receiver,offense,Offense,cfb-26-national-championship,National Championship
1764,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/95.png?im=FaceCrop,padding=0.7",Theo,Melin Ohrstrom,78,97,76,Stockholm,Non-US,Previous,17,Junior,85,0,78,0,84,0,94,0,81,0,81,0,68,0,62,0,29,0,67,0,75,0,81,0,80,0,75,0,58,0,62,0,68,0,68,0,91,0,75,0,34,0,41,0,66,0,64,0,48,0,61,0,76,0,62,0,62,0,61,0,34,0,52,0,61,0,31,0,59,0,68,0,60,0,66,0,0,0,70,0,77,0,76,0,65,0,71,0,64,0,27,0,24,0,30,0,48,0,13,0,46,0,94,0,70,0,56,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,95,Texas A&M,https://drop-assets.ea.com/images/2tcCH08VWS0SyGqsbg8WFC/9b0158773d11a3333564a0848ee49d60/TexasA_M.png,False,TE,TE,Tight End,offense,Offense,cfb-26-national-championship,National Championship
23064,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/134.png?im=FaceCrop,padding=0.7",Thomas,Jewett,76,75,76,Houston,Texas,Previous,86,Junior,77,0,75,0,79,0,90,0,72,0,79,0,62,0,54,0,36,0,69,0,69,0,77,0,81,0,69,0,63,0,51,0,42,0,60,0,87,0,63,0,39,0,47,0,77,0,53,0,27,0,73,0,76,0,62,0,55,0,63,0,39,0,31,0,50,0,15,0,51,0,66,0,58,0,67,0,0,0,79,0,74,0,74,0,58,0,68,0,51,0,22,0,25,0,10,0,28,0,14,0,24,0,88,0,72,0,33,0,CUSA,Conference USA,https://drop-assets.ea.com/images/1kUTTqEGCfMLDa2EtSIgk4/4e658b321cf69c92b4fc2b06fc1ef3b6/CUSA.png,134,Sam Houston,https://drop-assets.ea.com/images/4kzaFnvSr0zECZ5F06xR1d/99962ccc9fc21d3cda4405a0a4132016/SamHouston.png,False,TE,TE,Tight End,offense,Offense,cfb-26-national-championship,National Championship
20565,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/78.png?im=FaceCrop,padding=0.7",Thomas,Collins,73,122,76,Gothenburg,Non-US,Previous,98,Sophomore,81,0,74,0,76,0,79,0,82,0,78,0,43,0,72,0,28,0,40,0,54,0,31,0,34,0,65,0,32,0,71,0,82,0,68,0,82,0,33,0,36,0,24,0,43,0,41,0,39,0,29,0,76,0,61,0,52,0,51,0,24,0,79,0,85,0,34,0,85,0,51,0,47,0,58,0,0,0,30,0,31,0,72,0,33,0,43,0,80,0,13,0,25,0,18,0,23,0,38,0,32,0,80,0,40,0,45,0,PAC 12,Pac-12,https://drop-assets.ea.com/images/4a8xKK2NSBEHqJXYuZ4NZR/e80ca490f95f9b88fb962623c88094f4/Pac12.png,78,Oregon State,https://drop-assets.ea.com/images/ku6Yo8oZCiRibqyV1TYSy/48d947e0ebcce3df8c4151405f30d362/OregonState.png,False,DT,DT,Defensive Tackle,defense,Defense,cfb-26-national-championship,National Championship
19208,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/97.png?im=FaceCrop,padding=0.7",Tiaquelin,Mims,69,15,76,Bay Minette,Alabama,Eligible,0,Junior,93,0,92,0,88,0,91,0,54,0,79,0,85,0,34,0,36,0,75,0,69,0,74,0,76,0,88,0,76,0,28,0,37,0,29,0,84,0,88,0,43,0,44,0,82,0,32,0,58,0,80,0,76,0,38,0,18,0,26,0,45,0,45,0,30,0,33,0,34,0,49,0,29,0,25,0,0,0,82,0,82,0,90,0,83,0,29,0,33,0,24,0,17,0,37,0,29,0,29,0,41,0,83,0,53,0,28,0,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,97,Texas State,https://drop-assets.ea.com/images/3hEd9lJ2Ye0hNTOO4Wb2DD/9d0a997928ab2bf317bc26e950832374/TexasState.png,False,WR,WR,Wide Receiver,offense,Offense,cfb-26-national-championship,National Championship
4728,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/108.png?im=FaceCrop,padding=0.7",Tim,Grant-Randall,72,125,76,Houston,Texas,Previous,11,Senior,72,0,59,0,70,0,88,0,85,0,84,0,28,0,76,0,30,0,34,0,52,0,29,0,35,0,57,0,29,0,73,0,79,0,59,0,88,0,29,0,32,0,31,0,34,0,54,0,39,0,30,0,76,0,62,0,48,0,41,0,33,0,84,0,84,0,28,0,80,0,55,0,51,0,61,0,0,0,31,0,30,0,64,0,30,0,34,0,80,0,10,0,33,0,21,0,37,0,18,0,42,0,86,0,32,0,22,0,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,108,UMass,https://drop-assets.ea.com/images/1HG8P2cqQhfgTKNE58mLO4/ca8f0c1d6b238186087da0eee1c5f207/UMass.png,False,DT,DT,Defensive Tackle,defense,Defense,cfb-26-national-championship,National Championship
6142,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/10.png?im=FaceCrop,padding=0.7",TJ,Horton,70,48,76,Lexington,Kentucky,Previous,4,Sophomore,89,0,82,0,83,0,86,0,70,0,75,0,76,0,51,0,30,0,73,0,79,0,47,0,62,0,82,0,39,0,40,0,63,0,37,0,88,0,83,0,35,0,31,0,79,0,40,0,33,0,41,0,76,0,53,0,24,0,33,0,26,0,51,0,39,0,37,0,56,0,46,0,32,0,35,0,0,0,49,0,45,0,88,0,78,0,61,0,57,0,18,0,25,0,18,0,29,0,18,0,27,0,87,0,68,0,35,0,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,10,Ball State,https://drop-assets.ea.com/images/71302whD8zhC5uDvY5x4Ui/eb8065710f482e5b31fd40e00c6949e2/BallState.png,False,HB,HB,Halfback,offense,Offense,cfb-26-national-championship,National Championship
21361,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/33.png?im=FaceCrop,padding=0.7",TJ,Finley,79,70,76,New Orleans,Louisiana,Previous,4,Senior,74,0,68,0,64,0,74,0,79,0,79,0,56,0,54,0,75,0,71,0,67,0,26,0,23,0,68,0,23,0,55,0,68,0,54,0,88,0,53,0,45,0,27,0,28,0,54,0,40,0,24,0,76,0,69,0,45,0,47,0,74,0,54,0,59,0,48,0,69,0,65,0,50,0,49,0,0,0,28,0,31,0,73,0,56,0,64,0,63,0,79,0,78,0,81,0,67,0,90,0,77,0,80,0,66,0,56,0,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,33,Georgia State,https://drop-assets.ea.com/images/6wYNvlHPnNyDzkj0My82hQ/b5c1ccb8c4b76da3aae56e9e4c1b036c/GeorgiaState.png,False,QB,QB,Quarterback,offense,Offense,cfb-26-national-championship,National Championship
5815,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/18.png?im=FaceCrop,padding=0.7",Tommy,McIntosh,77,50,76,DeWitt,Michigan,Previous,19,Junior,87,0,87,0,86,0,83,0,72,0,84,0,64,0,54,0,29,0,71,0,68,0,83,0,87,0,85,0,74,0,43,0,66,0,42,0,81,0,68,0,40,0,41,0,59,0,36,0,24,0,82,0,76,0,32,0,26,0,34,0,33,0,46,0,43,0,34,0,64,0,52,0,42,0,39,0,0,0,79,0,90,0,83,0,69,0,47,0,62,0,21,0,14,0,30,0,34,0,35,0,33,0,82,0,53,0,67,0,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,18,Central Michigan,https://drop-assets.ea.com/images/6LYL1DNT3shmoF5gMSeOKl/b349c824f869d2d5c440ded7005fd751/CentralMichigan.png,False,WR,WR,Wide Receiver,offense,Offense,cfb-26-national-championship,National Championship
6169,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/52.png?im=FaceCrop,padding=0.7",Tommy,Kinsler IV,78,180,76,Ocala,Florida,Previous,62,Sophomore,60,0,51,0,59,0,79,0,93,0,78,0,47,0,59,0,43,0,46,0,50,0,24,0,28,0,47,0,27,0,27,0,65,0,89,0,91,0,25,0,47,0,29,0,25,0,72,0,12,0,25,0,76,0,73,0,68,0,78,0,41,0,40,0,65,0,14,0,25,0,79,0,75,0,83,0,0,0,24,0,24,0,53,0,24,0,49,0,49,0,17,0,25,0,33,0,30,0,23,0,30,0,84,0,47,0,11,0,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,52,Miami,https://drop-assets.ea.com/images/4cmIyUOVj1BdzyI08TJuTV/09d58d278cc60608c23a8894a74b5c50/Miami.png,False,RT,RT,Right Tackle,offense,Offense,cfb-26-national-championship,National Championship
